post_id,country,prediction,stratum,primary_annotator,is_shared,cross_annotator,source
5a53daaf-a6f0-27f9-2642-71de75b9be8a,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
d2b6d2a7-b3b5-fa39-513c-de747ff347b8,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
5ad2c998-76d1-2987-129b-aa137a4679da,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
36cc0d5f-4a1c-bd19-53ee-b6db7db07cd1,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
449cc0a9-43b6-f833-0c1a-c64cd2201088,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
63800dac-058d-1b25-b0ef-8f716d0978ec,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
3646a195-151d-ef09-c250-f25b25f53e90,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
8ee73434-09c9-b456-b88b-e5b71b3bd938,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
0fc4501b-b5e5-ec4d-ac7e-4f32db72e2b5,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
5d62338e-b650-ebe1-ea47-4bdcd1ff7ca9,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
b57fcd4d-5818-256b-d59f-03bb1053b754,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
a0996a50-491c-007c-8b2f-6a763f37b92b,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
b6a6b68e-d509-aca5-18ae-f97ef940b015,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
6dd04fcd-1808-2e48-38e8-468056ae21c1,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
dd1a2a45-25ff-0ed2-77b4-401afed285c5,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
2b39f2b3-81e4-6efc-0170-f37729a272e5,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
c2227faa-5ec4-0c4f-e475-f42d9ecbc7ef,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
9fa2a482-a8af-1f95-72f5-9138eb25cfa3,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
e2638ac4-5934-4ef8-89f6-c32ca13ec7d9,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
b71fdb9c-2f6e-4ea1-680e-da35197f1009,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
bac4b1ed-2dfe-9425-b07d-25c7653eb8b1,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
225430a4-64a1-e02e-7866-abc44814608a,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
2ec0d723-c94e-6e6c-a8bb-227fb53b9cc7,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
0ae8568a-6971-59d5-d8ff-10bb1b5fe360,Kenya,Hate,Hate,annotator_kenya,False,,pipeline_positive
8df1c4eb-d0c4-2206-c9a1-24f66bf4308a,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
6b3625bf-377a-7070-9dab-42539cbddeb8,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
e10c323e-15e5-3d9a-5a3b-d2f5737a6a72,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
515a05da-4958-7038-4ee2-5e889ed5d4f3,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1405cd9e-6690-57ad-c2fe-e265c238958a,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f417baf-f326-5128-d7c0-d6725c081f1f,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
fca99f2a-ab69-2ce6-c800-aa62c6f480f2,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
4c00d914-d7e7-0421-e191-ab9abaa12102,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
apify-0fe993ec6024,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
941dec03-c9ed-df9d-b3fc-b24596aa5aea,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
3ab7d91d-2409-f6b1-ff81-05fea10a1994,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
857a14a6-b059-0d88-9977-5803c637d7cc,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
e92c81ca-c334-c8de-98cc-e2477bb0f26e,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
9b7985a3-e391-726b-2422-0b07b481b92d,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f417baf-f326-5128-d7c0-d6725c081f1f,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f417baf-f326-5128-d7c0-d6725c081f1f,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
69a08b17-0632-71a2-1fc9-587457a36c74,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
d11701f8-f95b-783f-10f9-d42ddea40f94,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
714ec705-03cf-38e9-377f-1ae4904a3126,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
bf089108-9d12-7115-907d-e61a8c3a06c1,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
dc35d9ba-0dc0-c212-4cea-2641587f5e18,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
98352b40-3712-8d7d-6935-0ad06f8d79ae,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
27b3415c-93f9-6f93-790a-7a34155b274c,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f42fe6c-2a75-0427-04ee-272286431428,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f417baf-f326-5128-d7c0-d6725c081f1f,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
2d0b9c29-0863-2f6c-f342-d4b08505741a,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
39280195-f0f8-8a2c-b5ee-3cd2de19a1c7,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
141d1b5b-cb30-2f3e-a34f-5d9e7413ce7d,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
ab0aebe4-6871-d928-f3e9-f08356ad03e4,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
f5a108b1-3ad4-bfc3-abf8-4b7848cfa521,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
d6998ac6-3e21-3fed-7bc3-363ca2736a7d,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
f6dfbaf4-82de-dd71-5efd-b74e5a577034,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
4c845f99-1c56-e48b-1310-d32bf9b87e0b,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
786d0fbc-fe17-c211-ac88-b6a0c13a79e4,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
87a54213-bac4-99f8-2170-813904583b63,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1f417baf-f326-5128-d7c0-d6725c081f1f,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
0cb50c0a-11ee-f327-25c6-8caba84f34ae,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
3270a629-24ce-65f7-7d49-21b372f7246e,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
999ac0ea-b876-46cc-560f-4c90ead68cf4,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
aa9bb396-c245-6f82-a43c-b87e0c583a66,Kenya,Abusive,Abusive,annotator_kenya,False,,pipeline_positive
1588c2ce-91be-88ce-7b11-dba9f706b0e6,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
ca816b33-435d-556a-b4b5-fac50940f8e3,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
62ed037d-a7a1-fd5d-71b5-5f528aa00644,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
a0606d54-3557-fd62-62a6-86151ecaf848,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
c38f6e3c-1404-b274-fa0c-9545712e91ce,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
d93bf473-6f52-8d17-7030-4f9408ed48c6,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
ec749320-0172-9ded-f938-02351d21dac7,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
6c8ab519-2a7f-0114-6f36-e0bcfa8fe688,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
9d4ae05d-7fb1-62b4-d9c0-ddcfe18312f0,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
db648001-e44e-ff33-28e3-d5d9635103ea,Kenya,Questionable,Questionable,annotator_kenya,True,annotator_somalia,pipeline_positive
0d6e2fa0-7e04-8612-8902-dc6101b9d55b,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
cdb83bf0-a918-1319-495a-1bcd7ab5906c,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
27bc323c-ad72-56d4-c828-0a345cc0694a,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
apify-8be590bd1016,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
80f3b964-7324-c5b1-7526-eb4d2dc5d04d,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
bf55d7f5-72be-1704-fbe2-f307789e309d,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
62159ffd-b7ff-4866-50f5-e5fb6feba544,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
1f9dcd05-5d64-97a0-f14d-3aa2f37fe7b9,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
4f736f32-3b74-c8a2-878d-3602161c89c0,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
9190611e-d0f3-2604-7c9b-e8d32b24ccd0,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
a71d3375-e176-56d8-5828-4d2d1e79e04e,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
811cbc46-06eb-d493-47e0-352f80da89aa,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
f30ad696-b88e-081f-241d-974fca8f9eae,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
5ade4cc0-930e-8228-ed2d-93d617165d69,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
1c98a424-3d23-0d0c-ec8d-3cdadcd53bd2,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
3c32ad79-11d5-e8dc-84de-f15a48dbe9c1,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
8e029cf0-31f1-51a3-89c0-f06387cd3d38,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
e6d88ef8-a602-8308-3869-53f9fa021949,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
8f5c5176-a03e-60a0-be4c-26c4168cf968,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
9a86e43f-223f-e702-60e5-114e68dbbbcc,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
350537c7-de42-2eda-4c98-8a2f6c68b360,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
c35563cc-5735-074e-f714-7bc50aad5025,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
7f2f4c50-ec38-4cad-1f55-156c4221f313,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
f76ab93c-1e56-08c0-3e26-84651612b1f4,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
,Kenya,Normal,Normal,annotator_kenya,False,,pipeline_positive
apify-6a5c5c4b7576,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
apify-51d41e777ed8,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
b5eef989-5446-4495-fd86-ef727fb57a75,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
e2e88c39-3978-813e-2fd1-d87f64ae67dc,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
d0822b85-8400-8c70-44c7-cdab7f85d98e,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
19c37928-537c-4225-ff00-95ec7126ceb8,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
88249037-e7ae-577d-f2a2-7aa401045147,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
0ea05ba7-3eeb-b900-86d8-f447e1e7dc2e,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
4dc7924c-bbab-1862-8671-67cffaf50cbf,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
c85da597-f918-d361-79f8-16885981d2c0,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
9bbf2fa9-9628-265a-05ca-c67a28ec2685,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
b6fbbb38-e9d1-f7e6-9844-c5b1f6c9aa8f,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
c2039c06-e493-0fbe-422a-87ffde2a7926,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
882c96a0-7a56-d89a-1a81-df06081954cc,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
952ba1fc-a2ea-91d9-747f-025c2c9801c9,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
029fe040-382d-060f-13d9-f6086904d1b0,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
3a709e12-590a-8f58-2327-0fb06ce4d970,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
e8bbe3df-5566-d40e-aa54-7fbac1e033ed,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
2e918ef9-e756-3635-96db-4f4fcf677310,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
0830c190-d78b-ab0e-9365-7f2a012c5a8b,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
0c35b6dd-bf08-45d7-ba35-edd3d39c5b8e,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
beed0ec2-bfe8-a36a-e3b4-57af8d80f4c1,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
f1bc4cd5-884b-197b-1480-cbf00075ec3a,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
apify-44e8368000c2,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
4cf6d6ac-a6b3-52e1-1bdc-2f05b7b41234,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
cd117baf-2290-0c96-7cc1-ef711f6e105f,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
24b0f83c-970d-a20f-3bf7-f396d6734ddf,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
apify-95211a4930b5,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
4416ec89-e2a3-ef46-d8d9-850e27208265,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
8edbb3e7-7b9e-d227-a552-af2016669310,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
241383a4-f846-1849-dc24-28eaf76ff49c,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
8eaf5118-f45d-1d7b-ab2b-420ff366cdf6,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
78e9f6ce-0439-2949-12d8-7202d56eef72,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
b8b181a5-2146-0eb7-0e99-30892a5d2686,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
c11efe12-7e0e-7766-1e4c-dcaa416ff539,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
4dda85d5-fd5f-ad65-348f-bbf3feda10e0,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
6cba3bcc-e8c0-b0f1-895b-0cd1e3462a95,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
da860017-61e1-fe58-3b6c-2ef42464d81e,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
apify-165c7f5e01cb,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
17009143-a1bf-e6be-61d0-b8a5af5ec8f7,Somalia,Hate,Hate,annotator_somalia,False,,pipeline_positive
1f2dea7f-9847-a8e9-de39-125ea1f66eaf,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
363f1d29-38b7-143d-1258-27d5b081d00f,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
74e159e6-fecf-f0ee-541d-2573107dd7a5,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
788ea990-d3b9-c3b5-c387-7396ab41c860,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
apify-ff5e56ccd98a,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
b7264ed5-f779-c109-ceb5-6ee930b2a334,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0ff2c8ad-8b6f-89ff-3f45-74d735c064bc,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0a8b7eb1-5b70-6d83-3ac7-b5e973741ee2,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
3b75cde0-3819-7f49-fb3b-3f237a4e4871,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
6c08587c-2f91-9c34-9356-f4e594491d2d,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0d94a54a-30cf-f01b-3d35-38f19895fbdb,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
3476f83d-c7cc-ce88-861a-cc2639eb0e8c,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
07cb09c7-8587-9c17-9298-00f8ebd13650,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
068ef2e4-b314-b5cc-b06b-ee9018b30273,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
564033cf-263e-38e8-1afb-0655c7a09443,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
b47d6a99-3ac2-1496-74f1-53dcca99f998,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
589a916c-e40f-f82c-88f5-577550893ca3,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
apify-386b607ed3e0,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
c905de18-d607-b8ed-5c2d-1b4cfd5162c6,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
fcfb5405-f715-07ad-2d98-6a60bf452355,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
15f943a3-a744-6f21-160b-8ff0588fa6a1,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
c2d305e2-8d9a-2552-84c6-fdd675bf8df9,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
3d9e29f2-ad1a-b469-0b55-ef0ce790ebf9,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
9f176a54-916d-3719-f78e-0cb940814c78,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
c4579c6b-4111-0245-4879-544542547dec,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
13c83745-5319-9742-0eff-3499e430fbaf,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
bf09490d-067c-9199-6e4c-14d15df158ad,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0a8e7d7c-545e-026c-5e10-922a7368ffcb,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
7b643bff-1e8f-0f02-23f7-442242b82f70,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
1d019fe1-15fb-751b-8dbf-b9b762d2fe02,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
efdb62ae-efcd-f18f-d468-7e397147d118,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0f7f80f5-f510-91c9-59c0-07a862d93f4d,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
cf4685e1-8320-7982-229d-27339f11cf11,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
2deeae07-b2e8-32a2-2f3a-a1eeea0178cc,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
e07fd2b8-bdf0-80de-0551-ef67dca662bf,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
5048b58d-69e3-c5a9-58bf-bb3737adcfd4,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
a718ce56-16d3-465e-883e-a2d0033e70b5,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0fb1cd6d-65eb-a053-2e03-409c6a3cf39f,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
51db0af3-511b-0310-acd8-93267d9a6921,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
e6bc77a6-03e3-8f0c-da89-244c346e9306,Somalia,Abusive,Abusive,annotator_somalia,False,,pipeline_positive
0e9129e0-287b-6915-0f2f-b0ea1c9ef256,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
3bace743-d8a0-54be-ae78-cbad14284ca0,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
30738cfe-aab8-ed3b-eb4a-c391a919d2a2,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
9c0b9930-f429-09c5-3adf-291aa14dabab,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
e0d45efd-09a4-4a53-2faf-6b8a990d6495,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
cc998c74-fe3b-4430-17ad-286bbcdd83a9,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
54923b1f-fd96-2d2a-e3e7-dd77c772ce7d,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
b308cb9a-5937-b4c8-7ecc-939ac91d5b7e,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
f1819696-5f3e-711d-bbfa-df09e4f1ff85,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
ae247a35-a601-2d93-a4d1-708384b5f818,Somalia,Questionable,Questionable,annotator_somalia,True,annotator_south_sudan,pipeline_positive
82b76f82-a93b-95c1-ec52-40ec3a06f12e,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
2524c8c9-a381-341e-e340-f02afe2c24fa,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
45e58a4d-5603-dd84-99d0-70d801b33be2,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
5a803040-4f21-93a5-4955-589d890f0453,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
7ce04703-48cd-90b1-c33c-7a10b864e1ad,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
apify-4148effc9af6,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
59941455-316d-3753-ac6f-330166b1c504,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
apify-a8933ab7afa6,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
e40be2d4-f5a6-5873-c77d-e24ffd228d6a,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
apify-2b4aaed9b28f,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
cc101c84-d104-4ca6-58c7-78c2cfa2ed1a,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
c369856d-693c-929d-24e4-c7d8ca5ed5ad,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
35352a59-b522-8a2f-b9ab-654f6901b2c1,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
7d90d228-6849-8098-7fdc-57a766ae1a5d,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
dea74cf4-fbe5-e6ea-f5dc-520e9fe5401d,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
0aea7598-5603-3fbb-402c-4d17425c7ab5,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
442fc493-3afc-273f-7548-22d0ec6fbce6,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
71fbd26b-0276-f79b-783c-6b9ed7795911,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
f2cc46d9-cb59-868f-892a-7b0d9db4e283,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
4809423c-75ff-6161-0cee-6bdd045cb087,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
ffd5684e-3cd4-04dd-f8f5-76727b6201c3,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
26d79afd-7d99-2638-17ce-8c115ae043f7,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
21e37b52-7755-ea11-9799-e3fb69952cbf,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
c1e119a4-1aaf-07a2-8515-c93d59f375ae,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
ea5519c2-b46a-6abe-ac87-3c2cac78d3c8,Somalia,Normal,Normal,annotator_somalia,False,,pipeline_positive
